content,time
那你要开始留意有哪些好的养老院了,2019-10-29 23:41:18
我不知道那样的父母是不是玩笑话，特别是父母圈还有那种毒鸡汤，说富豪骗孩子家里负债，于是孩子从刁蛮任性变为懂事听话的，有长辈开过玩笑说要把孩子送去变形计，或者哪个交通不畅的山沟沟里。不管他们是不是玩笑，总之，他们只是想着一劳永逸毫不费心就能让孩子懂事听话罢了。,2019-10-30 01:32:05
回复 @Sydney123456 :真的，有的父母真的是都不愿去改变自己，只希望生个孩子永远跟幼儿时一样听他们的话，他们就开心了，凡是孩子说他们哪儿不对的，他们就开始说现在的孩子只会跟父母对着来吧啦吧啦的,2019-10-30 03:20:36
几年前，我妈也想让我去内似的戒网瘾学校，我不去，因为我有认识的人去了后被打成残疾了，我告诉我父母，我妈还不信认为我在说谎，然后一边用扫把棍打我（很用力那种）一边说他们难道会这样打我吗？我当时心都死了，然后我父母就开车送我去了那个学校，当时那学校的教官带我进去的时候，我说让我最后和父母说说话，我就给我妈跪下了，我说今天你们送我进了这里，最好不要让我活着出来，不然等我出来了在场所有人（有我父母两个老师一个教官）我见一个杀一个，今天这一跪后我们就断绝母子关系。我妈当时就哭了，骂我不孝。我爸就打了我妈一耳光，问她是不是要家破人亡才满意，然后就拉我，要带我回家，那学校的老师和教官还不许，说管教几天就好了，我爸直接开车说，今天谁敢动我儿子我就撞死谁。这才带我回了家。一年多后我把豫章的事转给了我父母，我爸告诉我我妈哭了很久说对不起我（那天后我就没和她说过一句话），让我原谅她，我和我妈视频说那天的事耗尽了一个母亲在我心里的所有正面形象，也摧毁了我们母子间的所以信任，我不恨你，但还没学会相信你。直到现在我依旧不愿意我妈进我房间，不愿意她碰我，我知道这是不对的，我知道我心理有问题，但我还是走不出来。因为我只要一想到我妈差点抛弃我我就回到那种死了就好的状态。,2019-10-30 21:39:03
回复 @极度烦嚣 :你知道那是什么地方吗？当你最亲的父母用棍子打你把你赶去那个地狱的时候，我实在是没有生的渴望了。还有就是我根本没有网瘾，那段时间我对医学有浓厚的兴趣，天天上网看医学相关知识，只是我父母忙工作从来没有了解过我恰好又是高中时期，所以我父母怕影响我高考，我现在大学毕业了，从事中医针灸工作，目前准备考研。我觉得我当年上网对自己很有意义。只是没能和你父母沟通好，这确实是我的问题。,2019-10-31 01:46:58
回复 @ILSKK :提出这一假设那会不会造成一种导向呢？如果他们找个人给钱，让那个人说是对手，或者有矛盾故意诬陷，那明知道就是他们发的威胁，只要有人来承担这个责任，到最后针对死亡威胁这个事情他们还会变成受害者，这是其一，只要死亡威胁有人承担了，他们就可以买通人做导向，那他们开这种违规学校，体罚殴打学生的事就有可能被遗忘，这个是有很大可能的,2019-10-31 12:56:47
回复 @十九礼 :对，文章中段就提出了死亡威胁可能是由双方都不知情的第三方给出的这一假设。,2019-10-30 12:47:58
你是英雄...或许吧，至少现在我认为你是英雄[画风突变],2019-10-29 18:43:13
感觉你好恐怖,2019-12-09 18:24:23
我也是这样认为的Hero.,2019-10-29 22:30:40
你这个表情好丑。,2020-03-29 13:17:27
我现在一定加油读书，以后尽量当上官，我一定会彻彻底底的关掉所谓的戒网瘾学校的，我真的看不下去这些人,2019-10-29 22:20:49
你有一颗可爱的心，但是行政方面没这么简单的，除非你做到省会一把手那种程度，在中国起码50岁以上，而且你的各方面能力必须最顶尖,2019-10-30 00:20:03
你放心，除非是到达主席的地位，不然你动了那些人的蛋糕，分分钟被整下来[阴险],2019-10-30 22:34:29
网瘾这个东西不存在，你打篮球都会成瘾，只是大部分认为这是好事情，打游戏就各种不好，你就算用电脑看电视在父母眼里都是网瘾，现在所有人都和互联网链接在一起不管你干嘛你都离不开手机电脑，不要跟我讲合理安排，你怎么不想想996还影响健康呢，那些电子厂工人天天穿无尘服每天工作10多个小时，一个月休息四天。,2019-10-30 01:12:49
回复 @王隔壁的日常 :怎么说呢，说不存在他又是有，像我弟弟这样子的情况，明显是因为家庭教育导致的心理问题，从而需要通过游戏来麻痹自己。这种 网瘾 的根源不在于游戏，而在于父母本身。只是很多父母从来不会去思考自己的问题。就如同菜刀杀了人，就怪菜刀锋利一样。,2019-10-30 08:00:07
"回复 @Serbの氪金锉刀 :运气好是没错，钱的话我倒是不觉得。
其实这些所谓的矫正中心跟书院，费用都死贵的。
我弟跟我叔出去玩了那么久，估计花的费用都不到学费的零头。
主要是大多数父母跟小孩都不承认自己有错误，这才是关键。
至少我看过的那么多例子，父母没有反思自己的错误，子女也不觉得自己有问题。",2019-10-31 16:51:33
好人一生平安,2019-10-29 18:29:26
没办法，只有一个一个杀，出来一个无菌包，就杀掉一个无菌包，出来一个李军包，就杀掉一个李军包，用自然法则淘汰掉那些敢于成为菌包的人，而且还要报复他们家人，治标治本,2019-11-21 10:25:05
av73677520，豫章书院关了，但吴军豹另一家戒网瘾学校还在运营。一个豫章书院倒下来，其实还有千千万万个豫章书院。,2019-10-29 22:43:36
罪恶的根源，还在,2019-10-30 01:12:25
最可悲的是家长仍然会把孩子送进去,2019-11-09 23:40:03
视频都不见了,2020-04-05 15:15:04
做志愿者提供证据吧[大笑],2019-10-30 08:34:10
我觉得这个会被删掉，up主太不容易了，国内的黑暗势力太多了,2019-10-29 22:47:25
小破站这一点上还是可以的，不像渣浪一样，买热搜、压热搜、删共青团的微博,2019-10-31 13:07:23
b站应该还好 现在已经上热门榜第一了,2019-10-29 23:23:52
回复 @蒙古海军总司令V :微博既然连共青团的微博都敢删？太猖狂了,2020-04-22 19:59:44
"虽然迟到的正义不是正义，但是我们依旧需要它。这几天看了很多关于这件事的信息，却发现自己除了愤怒无能为力。
加油，一定要保护好自己。",2019-10-29 19:17:19
我也是一直在关注，这几天每天都要点进温柔发的上一个视频好几次。,2019-10-29 22:29:13
为什么那么多问题家长会把孩子丢到这种问题学校，有一点很主要原因是他们孝顺观念，他们认为孩子就该什么都听他们，不得反对反抗他们，打是亲骂是爱，棒子出孝子，棒子出人才，不打不成才，生活中有什么不爽的地方就那孩子出气。正因长年累月的无休止才导致孩子这座火山群爆发，当孩子这座火山群爆发时，这些父母认为这是这座大山被恶魔污染了，并没有想过这座大山会火山爆发是他们长年累月不停的开采，而且一想着需要请神明过来净化大山，只有神明才能让他的的大山停止爆发回归从前的翠绿,2019-10-29 22:19:31
up主能看的见吗？我之前开通了天眼查看了一下，发现吴军豹的资产都转移到了两家公司，一家叫江西职义网教育咨询有限公司，其中之前豫章的副校长任伟强、潘尚东等人还都挂在那家公司名下。还有一家公司叫江西省斯觉堂研习旅行社有限公司，这家公司也在今年大换血，吴军豹以百分之四十多的股份成为主要股东。可以讲现在的文渊堂已经成为空壳了。我希望up主能看见的话，请告知志愿者们，提供一个调查方向。如果有记者朋友们就更好了，龙悔、豫章虽然已经搬空，但是周围的居民是不会一无所知的。只不过他们要么是帮凶要么是沉默，如果能够采访一下他们会不会有更多信息。我现在不在南昌，看到豫章的事就是干着急，希望有更多受害者站出来，提早进入诉讼程序。,2020-04-09 10:05:38
很正常，你上的是正经大学，甚至南昌大学就不太会出事，一般出事的都是一些很差很差的学校，这些学校学风差，老师也不见得好到哪里去，总之好好学习真的是没错的,2019-10-29 21:47:22
回复 @谁谁在叫我 :这边其实就是经济落后，文化和教育都挺好的，但大学不行，中学不错的，而且我们江西人也很好，希望大家不要地域黑，都是中国人，这些事情发生了就一起面对,2019-10-29 22:18:07
视频我下载了，虽然很不希望发生这样的事儿，但如果b站这个视频被下架了，希望温柔能允许我把这个视频传播出去。,2019-10-29 20:12:46
"已经是热门了
b站没有这么黑！！！",2019-10-29 21:20:19
b站已经因为这种态度被整很多次了，心疼小破站[笑哭],2019-10-30 00:07:52
我是在首页看到的,2019-10-29 21:48:08
我曾在微博上尝试过与杨永信对线…可他的幕后实在是太黑了，最后以致我的账号被封禁了三天……我也曾想过去帮助那些同学，可惜我也只是个学生，没有资本，没有精力，更没有“铁帽山”，我的每一句论言都像是无能狂怒，在黑恶势力面前不痛不痒，最后因为怕被查水表而只得袖手旁观……但如今，我找到了，那些和我有着相同愤慨的同伴们，甚至把自己全身心都投入对抗……或许我现在因学业也帮不上什么忙，不过我是打心底的想为你们点赞和鼓气，愿你们真的能取得成功…真的……加油！！,2019-10-29 21:53:55
